Values[k1].InitialValue	Values[kd1].InitialValue	Values[kt3].InitialValue	Values[kt5].InitialValue	Values[k2].InitialValue	Values[kd2].InitialValue	Time	[l1]	[l13]	[l15]	[l135]	[c]
1.80008	0.206541	835.748	748.829	17.7233	0.0371226	0	0.00113585	0.00126735	0.00101747	0.100357	47.9128
3.17266	0.165071	558.922	527.504	16.7027	0.0552721	0	0.00291983	0.00309276	0.00275489	0.188004	56.8131
1.6154	0.315023	519.928	604.165	16.7781	0.0612786	0	0.00143667	0.00123571	0.00166842	0.0944257	25.8538
2.96201	0.113364	732.838	807.38	18.2352	0.0633021	0	0.00192297	0.00174519	0.00211824	0.161395	46.4924
3.17541	0.207757	780.261	4.1707	18.2559	0.0549574	0	0.00404696	0.721187	2.16263e-05	0.163821	54.4184
2.81615	0.165894	405.204	239.458	16.6618	0.0380223	0	0.00436729	0.00738508	0.00257983	0.167211	73.2737
1.37293	0.25984	210.251	671.848	16.8256	0.0310565	0	0.00155597	0.000486746	0.00496591	0.0802501	43.4773
2.56818	0.241842	690.643	245.632	18.9941	0.0290331	0	0.00274227	0.00770286	0.000974967	0.133366	87.251
1.4732	0.180949	491.773	156.776	18.7049	0.0292522	0	0.0022709	0.0071151	0.00072369	0.0779083	49.8176
1.78551	0.228783	667.716	216.105	18.7985	0.072449	0	0.00201969	0.0062338	0.000653444	0.093732	24.3209
1.74262	0.198116	534.425	506.986	17.9069	0.0713857	0	0.00167301	0.00176287	0.00158653	0.096196	24.1305
2.56665	0.290273	485.493	603.266	18.3508	0.0646062	0	0.00235678	0.00189576	0.00292675	0.137576	39.0772
2.2109	0.21337	366.728	708.204	17.3256	0.0672423	0	0.00205638	0.00106453	0.00396884	0.12597	32.4574
1.22245	0.159306	647.442	370.981	17.0919	0.0693857	0	0.00120015	0.00209362	0.000687509	0.0708249	17.4464
1.82608	0.25275	803.95	974.314	18.4431	0.0426784	0	0.00102675	0.000846993	0.00124393	0.0976308	42.1904
1.91918	0.215525	942.348	309.244	17.211	0.0408824	0	0.00153312	0.00466858	0.000503	0.110047	46.3283
3.11502	0.230071	381.835	42.3258	17.6959	0.0573409	0	0.00733998	0.0658583	0.000813136	0.172821	53.3342
3.04786	0.260904	802.456	159.261	17.7608	0.04408	0	0.00316832	0.0159379	0.000628602	0.168835	68.0277
3.37987	0.330937	955.229	804.91	17.1719	0.0636017	0	0.00191987	0.00227747	0.00161719	0.192994	52.1067
2.03699	0.194065	573.312	607.656	18.9677	0.0693664	0	0.00172456	0.00162657	0.00182725	0.106253	29.0539
2.07991	0.255453	485.294	575.019	16.7982	0.074052	0	0.00196113	0.00165438	0.00232249	0.121873	27.6462
3.18108	0.275436	833.37	591.985	17.1959	0.0516021	0	0.00223135	0.00313974	0.00158452	0.181965	60.638
2.82516	0.19812	431.865	772.289	17.7871	0.031164	0	0.00234579	0.00131143	0.00419297	0.156996	89.6067
1.40197	0.164343	809.743	424.731	18.3071	0.0452171	0	0.00113553	0.00216403	0.000595494	0.0758647	30.7154
1.93525	0.150221	990.274	30.6644	18.3313	0.0780803	0	0.00189528	0.0609079	5.86795e-05	0.104202	24.464
1.56461	0.172873	358.527	655.232	16.8426	0.0560191	0	0.00154311	0.000844128	0.00281877	0.091899	27.6302
1.38977	0.216118	970.183	935.717	17.1372	0.0521032	0	0.000729113	0.000755794	0.000703054	0.0800598	26.3323
2.75734	0.200572	509.578	1.18293	18.2757	0.0679607	0	0.00539637	1.98762	1.25221e-05	0.127601	34.3139
1.49814	0.285328	369.03	349.564	16.8138	0.0727587	0	0.00208399	0.00219825	0.00197253	0.0875103	20.2228
2.12558	0.127924	25.0851	948.689	17.9013	0.0439557	0	0.00218253	5.77026e-05	0.082122	0.117297	47.7703
2.70401	0.277137	865.962	201.532	16.4424	0.0791059	0	0.00253239	0.0108665	0.000589165	0.161496	33.5674
2.67856	0.243367	779.987	496.91	18.1363	0.0568575	0	0.00209731	0.00329049	0.00133573	0.145646	46.4579
3.08202	0.196284	846.937	839.971	18.7589	0.0351118	0	0.00182681	0.00184153	0.00181137	0.162539	86.8382
2.25518	0.14893	225.586	959.314	17.5533	0.0425718	0	0.00190303	0.000447434	0.00808735	0.127307	52.4916
1.63734	0.262388	846.297	980.092	17.9585	0.0427691	0	0.000896359	0.000773788	0.00103775	0.0898212	37.7155
2.90434	0.128696	615.08	174.657	16.8754	0.0759973	0	0.003677	0.0129396	0.0010439	0.170669	37.8974
2.11715	0.218695	189.26	688.707	17.1123	0.0492766	0	0.00241082	0.000662297	0.00876271	0.122011	42.3707
1.20564	0.288742	784.911	141.669	17.7116	0.0794685	0	0.00130077	0.00719216	0.000234691	0.0668387	14.8967
2.16707	0.205376	428.816	304.198	17.0241	0.0591083	0	0.00295555	0.00416351	0.00209564	0.125667	36.194
3.47409	0.273614	954.071	365.067	18.2052	0.0467504	0	0.00263306	0.00687613	0.00100723	0.187848	73.1505
3.02749	0.181423	557.214	914.254	17.0516	0.0748761	0	0.00205721	0.00125357	0.00337429	0.17561	39.9917
3.08437	0.298996	21.2894	676.512	18.8057	0.0630838	0	0.00441823	0.000138978	0.138453	0.159207	47.4607
3.57565	0.161619	783.706	761.755	16.887	0.0715837	0	0.0023134	0.00237956	0.00224814	0.209666	49.4615
1.80913	0.286971	720.902	155.983	17.5733	0.0541946	0	0.00206245	0.00951446	0.000446081	0.1011	32.7831
1.49587	0.199671	897.349	778.523	16.6984	0.055205	0	0.000892484	0.00102844	0.00077413	0.0884911	26.7668
1.58032	0.313563	386.972	465.386	17.5291	0.0681487	0	0.00185337	0.00154005	0.00222712	0.0884709	22.7563
1.95708	0.179119	857.196	813.188	18.4321	0.0454328	0	0.00117151	0.00123464	0.00111113	0.105122	42.648
2.72057	0.268424	92.6455	231.928	16.8869	0.0496156	0	0.00837506	0.00334162	0.0209055	0.158074	53.8012
2.03475	0.125028	476.179	252.08	18.3174	0.0510692	0	0.00279352	0.00527434	0.00147845	0.110265	39.5498
2.91693	0.222513	88.6059	134.337	17.319	0.0304095	0	0.0130707	0.0086069	0.0197671	0.165761	94.4057
3.24748	0.121837	377.948	70.9079	17.1238	0.0554005	0	0.00723306	0.038487	0.00135658	0.187975	58.1013
1.85036	0.221602	610.156	410.722	17.3615	0.0774467	0	0.00181213	0.00269059	0.00121938	0.105163	23.5748
2.48194	0.160451	179.062	837.044	17.3014	0.0591436	0	0.00244221	0.000522344	0.0114061	0.142003	41.5404
1.55117	0.266154	64.5208	784.773	17.6219	0.0520897	0	0.00182584	0.000150062	0.0221167	0.0863565	29.2144
2.8442	0.14475	68.911	89.9321	18.3291	0.0782893	0	0.0178894	0.0136858	0.0232976	0.153528	35.9441
2.61345	0.189817	664.393	364.274	18.6183	0.0496819	0	0.00254015	0.00463052	0.00139232	0.138867	52.0403
2.87661	0.183513	311.15	550.949	16.8766	0.062441	0	0.00333604	0.00188341	0.00590362	0.168496	45.5414
1.57281	0.255592	433.237	295.555	18.756	0.0659767	0	0.00215735	0.00315959	0.00147088	0.0826376	23.4924
2.5877	0.217747	236.272	649.637	17.4921	0.052976	0	0.00292024	0.00106173	0.00802189	0.145969	48.1974
1.7205	0.265341	755.185	996.402	18.9688	0.0487881	0	0.000982105	0.000744151	0.00129535	0.0894089	34.7621
3.22525	0.305954	576.223	767.35	16.7805	0.0520553	0	0.00239996	0.00180147	0.0031943	0.188628	60.806
1.5241	0.302936	624.775	750.505	17.8745	0.0517288	0	0.00110797	0.00092198	0.00133029	0.08379	28.9529
2.02582	0.126813	784.301	693.646	18.3451	0.0727411	0	0.00137058	0.00154942	0.00121196	0.109642	27.6514
2.63432	0.258431	869.62	622.61	16.6322	0.0590018	0	0.00176505	0.00246429	0.00126333	0.155879	43.9414
1.67938	0.211687	874.483	798.371	17.0982	0.0664668	0	0.00100377	0.00109918	0.000916186	0.0969816	24.9479
1.54893	0.14976	383.1	597.519	17.93	0.0366014	0	0.0015793	0.00101232	0.00246227	0.0856304	41.9478
1.95569	0.315023	115.801	80.984	16.6918	0.0588935	0	0.00992232	0.0141332	0.00692024	0.114421	32.4295
2.63835	0.229217	880.138	760.307	18.6632	0.0695301	0	0.00160809	0.00186098	0.00138879	0.139593	37.4693
3.2993	0.246283	194.062	437.078	18.3537	0.0561408	0	0.00522548	0.0023188	0.0117542	0.177126	57.9066
1.85088	0.136518	773.905	568.525	18.902	0.0649386	0	0.00137861	0.00187618	0.00101258	0.097187	28.2887
1.58727	0.158239	572.214	502.779	16.8491	0.0711599	0	0.00147633	0.00167968	0.00129682	0.0932875	22.0884
3.20672	0.161989	761.816	908.141	16.6224	0.064289	0	0.00192005	0.0016104	0.00228836	0.190998	49.3838
3.36137	0.135776	378.314	706.68	17.8382	0.076427	0	0.00309767	0.00165799	0.00578429	0.186934	43.6307
2.47301	0.280856	756.42	193.956	17.1328	0.0529583	0	0.00260137	0.0101306	0.000666775	0.141799	45.8741
3.55247	0.232842	888.644	982.439	17.669	0.0441446	0	0.00189838	0.00171673	0.0020982	0.198367	79.397
1.57878	0.26607	55.7251	26.5485	17.2244	0.038859	0	0.0191275	0.03975	0.00906941	0.0892313	39.5522
2.85361	0.253485	497.855	797.136	17.83	0.040415	0	0.00220315	0.00137555	0.00352575	0.157702	69.5742
1.90669	0.211812	743.356	976.875	18.5455	0.0513033	0	0.00110825	0.000843146	0.00145599	0.101612	36.7314
3.53346	0.284799	211.745	798.691	16.7904	0.0756029	0	0.00349598	0.000926507	0.0131689	0.206641	45.8924
3.28286	0.244539	419.38	474.334	17.0273	0.070361	0	0.00367227	0.00324515	0.00415105	0.189913	45.9589
1.65667	0.242682	350.631	134.124	18.0358	0.0806358	0	0.00341584	0.00891367	0.00130573	0.0904542	20.2318
2.33289	0.211287	70.9994	440.051	17.4189	0.0417418	0	0.00456301	0.000735859	0.0281974	0.131922	55.0513
3.0558	0.123137	941.052	306.028	18.2272	0.0770951	0	0.00245012	0.00753124	0.000796669	0.166454	39.3537
2.72829	0.2832	596.574	581.62	17.1781	0.0819501	0	0.0023151	0.00237347	0.002256	0.156136	32.7286
1.72036	0.164868	310.113	74.5664	18.0272	0.0472389	0	0.00447027	0.0185503	0.0010743	0.0943481	36.0049
2.36351	0.113385	111.99	358.039	18.379	0.0816245	0	0.00502721	0.00157195	0.0160561	0.127671	28.747
1.55278	0.185644	450.066	152.066	16.9959	0.0351269	0	0.002578	0.00762077	0.000870682	0.0902549	43.6693
3.18365	0.284887	746.664	134.185	18.9468	0.0589606	0	0.00361313	0.0200625	0.000649076	0.165181	53.0805
1.83916	0.283563	345.768	383.527	18.5751	0.0508518	0	0.00252085	0.00227099	0.00279384	0.097409	35.5815
3.25462	0.221632	613.586	257.156	17.5956	0.0524447	0	0.0037368	0.0089085	0.00156554	0.18249	61.2269
3.31029	0.297404	581.528	235.068	17.3385	0.0619425	0	0.00405229	0.0100122	0.0016372	0.187437	52.466
1.21919	0.165254	834.986	572.138	17.235	0.0789649	0	0.000866339	0.00126398	0.000593504	0.0700415	15.2874
2.71918	0.290724	524.135	626.924	18.6077	0.044962	0	0.00236173	0.00197359	0.00282332	0.143774	59.5013
3.48424	0.257242	860.748	638.235	17.9216	0.0827935	0	0.002324	0.00313298	0.00172271	0.191563	41.466
2.97011	0.139093	949.985	725.78	16.5934	0.0349909	0	0.00177224	0.00231927	0.00135378	0.17746	84.1552
2.55771	0.309531	690.552	649.47	17.9202	0.0770095	0	0.00190827	0.00202801	0.00179394	0.140207	32.6264
3.53507	0.113761	83.3316	50.1611	17.805	0.0405308	0	0.0264588	0.043856	0.0159051	0.196736	86.4252
1.47342	0.291852	231.425	887.364	17.548	0.0593761	0	0.00131663	0.000343265	0.00504207	0.0824817	24.3766
2.38156	0.281639	355.219	354.701	18.1394	0.042994	0	0.00335336	0.00335559	0.00334581	0.129131	54.4811
2.60378	0.15916	675.567	596.665	16.7944	0.0531623	0	0.00204637	0.00231636	0.00180694	0.153526	48.4999
1.75101	0.32529	348.36	766.389	17.901	0.0723995	0	0.00157031	0.000713475	0.00345145	0.0959679	23.7284
1.32422	0.21148	770.337	171.288	18.1497	0.0484004	0	0.001406	0.00631543	0.000312544	0.0720282	27.0099
2.18867	0.131267	285.875	590.522	18.7864	0.0785604	0	0.00249698	0.00120854	0.00515555	0.115633	27.6518
1.98462	0.310785	300.448	689.18	18.3695	0.0540049	0	0.00200479	0.000873596	0.00459391	0.106117	36.0952
2.86826	0.233038	479.761	877.227	16.5539	0.0803371	0	0.00211334	0.00115549	0.00386229	0.170764	35.1868
3.56763	0.165	883.477	908.72	17.0554	0.0498968	0	0.00199046	0.00193482	0.00204695	0.207118	70.7955
2.84384	0.25671	482.093	465.264	16.8142	0.0753385	0	0.00300105	0.00310789	0.00289475	0.166455	37.1496
1.64766	0.148489	446.468	543.632	17.9238	0.0528904	0	0.00166389	0.00136613	0.00202532	0.0911291	30.8824
2.49033	0.188083	905.001	720.17	18.1006	0.0708385	0	0.00153217	0.0019249	0.001219	0.136119	34.7812
3.48351	0.196545	529.181	739.865	18.6463	0.0555953	0	0.00274455	0.00196249	0.00383583	0.184782	61.9749
2.19402	0.261364	226.44	654.073	16.598	0.0517389	0	0.00249101	0.000862044	0.00718701	0.129973	41.6958
3.30681	0.259952	841.785	471.118	18.6932	0.0575255	0	0.0025182	0.004497	0.00140891	0.174357	56.6582
2.85241	0.21709	735.323	550.477	16.5721	0.0491801	0	0.00221802	0.00296164	0.00165996	0.169807	57.2195
2.70881	0.165088	499.41	452.703	17.9549	0.0555877	0	0.00284456	0.0031369	0.00257767	0.149415	48.2613
1.51011	0.278739	985.808	2.93596	17.225	0.046716	0	0.00152687	0.468226	4.54609e-06	0.0787932	29.0523
3.54785	0.205596	835.444	462.078	18.3956	0.0471667	0	0.0027339	0.00494072	0.00151173	0.190631	74.3484
2.26104	0.257801	569.851	910.961	18.7496	0.0393592	0	0.00152662	0.00095471	0.00243935	0.118889	56.6353
2.8349	0.305101	125.374	754.85	16.6514	0.0538068	0	0.00321954	0.000534522	0.0193371	0.166771	51.6101
3.26345	0.188896	452.764	520.111	17.4869	0.0570967	0	0.00335378	0.00291846	0.00385104	0.18452	56.5126
1.27035	0.313159	952.028	986.921	16.6847	0.0539638	0	0.000655069	0.000631708	0.000678855	0.0746995	23.0959
2.55167	0.188845	759.713	143.483	18.6447	0.0582699	0	0.00282456	0.0149358	0.00053333	0.135302	43.2927
2.17205	0.321828	30.6186	843.934	18.6773	0.0651324	0	0.0024827	9.00399e-05	0.0677182	0.113133	32.4419
2.95059	0.183049	200.099	543.282	18.3101	0.0368893	0	0.00396817	0.00146105	0.010764	0.15939	79.1137
1.90618	0.301588	132.096	665.537	18.8627	0.0626197	0	0.00238889	0.000473934	0.0120084	0.099231	29.8909
2.17736	0.202049	777.472	868.385	17.2544	0.0622824	0	0.00132277	0.00118401	0.00147707	0.124685	34.5421
2.0694	0.117077	509.105	962.394	17.0944	0.0819761	0	0.00140621	0.000743792	0.00265763	0.120201	25.0654
2.14297	0.276297	995.168	192.111	17.4894	0.0442747	0	0.00180452	0.00933431	0.000348256	0.120445	47.5784
2.50666	0.264948	163.163	665.034	18.3881	0.0337329	0	0.00302568	0.000742042	0.0123123	0.134155	73.1291
3.03086	0.311638	265.007	566.33	17.3666	0.0662789	0	0.0036444	0.00170441	0.00777909	0.171215	44.8622
2.09639	0.150044	37.4783	424.655	17.6432	0.0359208	0	0.00453486	0.000400087	0.0511781	0.117346	57.6368
2.85713	0.140922	702.472	769.926	17.5698	0.0290432	0	0.00194027	0.00176996	0.00212616	0.161275	97.5644
3.39386	0.202391	664.134	367.933	18.453	0.0634128	0	0.00328776	0.00593129	0.00182088	0.181804	52.9045
1.49817	0.261846	187.294	80.481	17.3236	0.074668	0	0.00558943	0.0129654	0.00239845	0.0848822	19.6933
2.23112	0.157101	583.723	120.587	18.3569	0.0435546	0	0.0031671	0.0153109	0.000654093	0.120347	50.7227
1.75636	0.219647	349.015	145.206	17.3624	0.0592384	0	0.00355221	0.00852514	0.00147695	0.0997255	29.2289
2.35351	0.263807	983.156	124.657	16.6341	0.0810815	0	0.00212396	0.016716	0.000269231	0.13898	28.5121
2.50629	0.187696	603.449	566.041	18.7818	0.0470702	0	0.00214272	0.00228357	0.00200927	0.132058	52.6936
1.76709	0.269579	965.747	269.976	18.4242	0.0547678	0	0.00142969	0.00510912	0.00039956	0.0944281	31.7661
2.16421	0.24065	40.9691	107.447	18.6372	0.0376278	0	0.0145584	0.00553866	0.0379585	0.113903	56.4165
1.75734	0.265443	149.611	408.39	16.5941	0.0316667	0	0.00314786	0.00115245	0.0085774	0.104032	54.5151
1.62078	0.24877	947.119	207.446	17.0191	0.0637284	0	0.0014035	0.00640017	0.000307326	0.0937445	25.0351
1.85575	0.221988	71.4109	857.532	18.7266	0.078009	0	0.00199722	0.000166275	0.0239091	0.0976302	23.4369
2.62671	0.302553	921.312	73.9414	17.259	0.0280218	0	0.00263843	0.032741	0.000211682	0.148959	91.7453
1.80129	0.167067	169.413	350.097	17.7043	0.0771823	0	0.00346617	0.00167649	0.00715589	0.100677	23.0936
2.90294	0.231622	571.254	482.825	16.5062	0.0357454	0	0.0027534	0.00325613	0.00232624	0.173321	80.0346
2.17732	0.20584	301.714	120.587	17.0798	0.0579015	0	0.00515334	0.0128719	0.00205826	0.125722	37.0856
2.72515	0.111606	640.781	286.363	18.1836	0.0308467	0	0.00293894	0.00657375	0.00131317	0.148888	87.7669
2.18282	0.184309	414.274	183.315	17.5839	0.0575666	0	0.00365158	0.00824389	0.0016151	0.122709	37.4819
3.15948	0.225911	539.105	703.768	17.1236	0.0790816	0	0.00254161	0.00194632	0.00331653	0.182006	39.4099
2.81611	0.304447	38.4387	185.968	17.8486	0.0750171	0	0.0125322	0.00258611	0.0601546	0.15387	36.6097
1.36857	0.329606	361.134	640.765	17.1826	0.0616026	0	0.00136553	0.000769211	0.00242066	0.0780637	21.7741
2.92151	0.296642	589.958	44.1856	18.6294	0.0565562	0	0.00460486	0.0610733	0.000344713	0.15333	50.5063
2.58679	0.198242	39.3076	676.908	16.4801	0.0779284	0	0.00361074	0.000209612	0.0618679	0.154318	32.6347
1.87186	0.145105	328.314	839.773	17.9974	0.05272	0	0.0016023	0.000626321	0.00409661	0.103125	35.2045
3.15691	0.324894	204.641	821.831	17.7248	0.058426	0	0.00307453	0.000765275	0.0123276	0.17461	52.9718
2.9503	0.111806	616.65	416.271	17.136	0.050454	0	0.00285596	0.00422959	0.00192757	0.170995	58.076
2.72211	0.286486	960.717	285.189	17.2898	0.0423209	0	0.00218434	0.00735099	0.000648229	0.154707	63.2044
3.01446	0.149834	115.298	207.004	17.0908	0.0409135	0	0.00934855	0.00520321	0.0167625	0.174574	72.9248
2.54416	0.146989	684.866	61.594	18.5447	0.0570018	0	0.00340763	0.0377994	0.000306402	0.135786	44.1758
1.75471	0.249695	538.175	13.0121	17.4986	0.0629101	0	0.00318207	0.129131	7.69009e-05	0.0970035	26.9818
2.21676	0.237645	610.095	48.6825	17.3744	0.052814	0	0.00336375	0.0419502	0.000268306	0.125251	41.2043
2.13279	0.13019	269.443	268.863	16.7955	0.0655949	0	0.00396108	0.00396769	0.00395066	0.125918	32.2411
2.46099	0.308552	631.528	915.092	18.8597	0.0815263	0	0.00159089	0.00109754	0.0023041	0.128309	29.682
1.47012	0.114706	800.657	592.793	16.4877	0.0531371	0	0.00105494	0.00142457	0.000780945	0.0885263	27.4684
2.05665	0.244478	676.162	22.4937	18.5689	0.0369598	0	0.0029427	0.0875066	9.78588e-05	0.108142	54.3314
1.40153	0.241724	329.625	893.934	16.6411	0.054417	0	0.00114523	0.000422171	0.00310355	0.0829484	25.3662
1.47671	0.162436	737.99	31.2284	17.7038	0.0788843	0	0.00191935	0.0451235	8.12004e-05	0.0822255	18.4536
2.55489	0.252188	267.415	731.115	16.7676	0.0601633	0	0.00255801	0.000935302	0.00698702	0.149958	41.7935
2.77235	0.264122	561.711	993.75	16.4048	0.0356598	0	0.00178203	0.00100701	0.00315119	0.166225	76.4692
1.97777	0.250064	905.58	448.069	18.1681	0.0645928	0	0.0014608	0.00295073	0.000722583	0.107312	30.1837
2.07196	0.293278	828.325	65.4659	17.3667	0.0587131	0	0.00231741	0.0291909	0.00018309	0.116799	34.5479
1.80444	0.280152	465.996	297.75	18.7186	0.0441991	0	0.00236175	0.0036928	0.00150815	0.0948651	40.176
2.67633	0.26502	979.284	835.52	17.5223	0.076239	0	0.00147451	0.00172767	0.0012577	0.150396	34.5661
1.48096	0.132873	156.624	34.9936	18.3588	0.0633239	0	0.0077234	0.0344374	0.00172414	0.0797729	23.1276
1.20802	0.245409	501.361	784.59	17.8819	0.0506395	0	0.000939219	0.000599983	0.00146908	0.0666001	23.518
1.71219	0.183557	363.085	999.131	18.81	0.0786275	0	0.00125675	0.000456619	0.00345654	0.0900959	21.5536
1.97107	0.332533	852.334	10.9084	16.7206	0.067938	0	0.00228245	0.173064	2.92002e-05	0.112164	27.6053
2.0119	0.132097	997.698	690.674	18.147	0.030485	0	0.00119153	0.00172087	0.000824747	0.110039	65.5034
1.91782	0.122748	600.187	533.663	18.4603	0.0561332	0	0.00169124	0.00190163	0.00150348	0.103169	33.9288
1.55095	0.283234	292.994	774.24	17.4381	0.0297742	0	0.00145285	0.000549599	0.00383547	0.0874251	51.2031
2.10309	0.18314	706.42	557.26	18.8496	0.0434606	0	0.00166402	0.00210873	0.00131232	0.11045	47.9039
2.23852	0.166474	319.854	815.063	16.4017	0.0562692	0	0.00197212	0.000773757	0.0050228	0.135032	39.3598
3.06302	0.208895	4.64326	161.669	17.5014	0.072851	0	0.0183941	0.000527611	0.612875	0.165499	39.7588
1.47701	0.118232	390.874	828.05	16.4788	0.0463191	0	0.00121161	0.00057185	0.00256597	0.0889615	31.6495
3.3821	0.220799	964.619	424.136	18.5345	0.0754157	0	0.00243496	0.00553498	0.00107039	0.180222	44.292
1.56622	0.116654	949.589	530.081	18.0607	0.0726496	0	0.00105841	0.00189562	0.000590753	0.0861402	21.4145
3.21115	0.19211	643.083	635.323	17.8213	0.0720017	0	0.00251146	0.00254137	0.00248042	0.178184	44.1028
2.76748	0.31613	733.859	594.12	18.0952	0.0719035	0	0.00208348	0.00257216	0.00168603	0.150205	37.8005
1.69058	0.167808	854.132	337.094	18.8502	0.0816127	0	0.001419	0.00359367	0.000559915	0.0888449	20.5206
2.21621	0.328847	364.488	613.205	17.1286	0.0728392	0	0.00226602	0.00134619	0.00380886	0.12681	29.8201
2.22383	0.25293	242.141	938.644	17.9356	0.0494385	0	0.00188295	0.000485611	0.0072915	0.122131	44.3075
1.33268	0.262953	385.25	291.028	18.2201	0.067599	0	0.00196985	0.00260524	0.00148706	0.0720167	19.4108
3.36862	0.228733	846.754	234.412	16.4731	0.04728	0	0.00311507	0.0112414	0.000862132	0.201484	70.2
2.18003	0.120895	969.375	836.541	16.925	0.056218	0	0.00120708	0.00139855	0.00104154	0.127866	38.4954
2.35552	0.11372	678.89	708.89	17.9195	0.0802792	0	0.00169719	0.00162511	0.00177189	0.13059	29.1494
1.83183	0.230559	77.8743	201.821	16.6	0.0558344	0	0.00654399	0.00252217	0.0169095	0.108484	32.2531
2.32634	0.157924	785.734	66.9598	16.5133	0.0817906	0	0.00272772	0.0319328	0.000232408	0.139211	28.1064
1.87596	0.115261	660.262	459.456	18.3031	0.0790774	0	0.00167522	0.00240677	0.00116553	0.10182	23.5671
3.57513	0.22899	953.049	260.312	17.3288	0.0651551	0	0.00294592	0.0107761	0.000804441	0.203431	54.1051
3.20181	0.254207	178.133	42.8441	18.6425	0.0531984	0	0.0144727	0.0598181	0.00347599	0.168392	59.01
1.95909	0.307682	221.714	831.267	18.3944	0.0429915	0	0.00185998	0.000495907	0.00696389	0.104599	44.7541
2.50479	0.135729	835.261	956.708	17.5794	0.0515006	0	0.00139768	0.00122008	0.00160065	0.14136	48.2525
1.61888	0.249949	330.281	250.479	17.5268	0.0588658	0	0.00278632	0.00367036	0.0021115	0.0909465	27.0786
3.11916	0.234573	641.025	545.675	17.0512	0.0643335	0	0.00262791	0.00308578	0.0022362	0.180339	47.7977
2.1723	0.232442	978.247	599.882	17.2112	0.0659222	0	0.0013763	0.00224352	0.000843778	0.124473	32.4979
1.82231	0.199919	310.57	109.383	17.4217	0.0710483	0	0.00433725	0.0122922	0.0015266	0.103208	25.3074
2.37746	0.115905	336.988	933.857	17.432	0.060295	0	0.0018706	0.000674933	0.00518201	0.135433	39.1552
